DiaChi,Quan,TinhTrangBDS,DienTich,Phongngu,PhongTam,Loai,GiayTo,TinhTrangNoiThat,Gia,USD,log_price,Rank
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh", Quận 6,Chưa bàn giao,70.0,2.0,2.0,Chung cư,Giấy tờ khác,Nội thất cao cấp,4500000000.0,187500.0,12.141534124392605,187500.0
"031, Đường Bế Văn Đàn, Phường 14, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,68.0,3.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,4800000000.0,200000.0,12.206072645530174,200000.0
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Huyện Nhà Bè,Đã bàn giao,70.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,3500000000.0,145833.0,11.8902174103948,145833.0
"Đường Nguyễn Văn Linh, Xã Bình Hưng, Huyện Bình Chánh, Tp Hồ Chí Minh", Huyện Bình Chánh,Đã bàn giao,40.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,1020000000.0,42500.0,10.657259354912508,42500.0
"Đường Nguyễn Hữu Thọ, Xã Phước Kiển, Huyện Nhà Bè, Tp Hồ Chí Minh", Huyện Nhà Bè,Đã bàn giao,70.0,2.0,2.0,Chung cư,Giấy tờ khác,Nội thất đầy đủ,2900000000.0,120833.0,11.702164705984265,120833.0
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Quận 9,Chưa bàn giao,67.8,2.0,2.0,Chung cư,Giấy tờ khác,Nội thất cao cấp,3484000000.0,145167.0,11.8856400828152,145167.0
"Đường 15B, Phường Phú Mỹ, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1950000000.0,81250.0,11.305286100191983,81250.0
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Quận 2,Chưa bàn giao,50.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,4900000000.0,204167.0,12.226693565384638,204167.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1600000000.0,66667.0,11.107465356849564,66667.0
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh", Quận 8,Chưa bàn giao,54.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,2450000000.0,102083.0,11.53354148686151,102083.0
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh", Quận Gò Vấp,Đã bàn giao,62.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,2500000000.0,104167.0,11.553750659485363,104167.0
"Đường Phan Văn Hớn, Xã Bà Điểm, Huyện Hóc Môn, Tp Hồ Chí Minh", Huyện Hóc Môn,Đã bàn giao,36.0,1.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,270000000.0,11250.0,9.328123407632566,11250.0
"Đường Cây Keo||8163, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,71.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1750000000.0,72917.0,11.197077086969871,72917.0
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,106.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,4600000000.0,191667.0,12.1635147702403,191667.0
"đường Dương Quảng Hàm, Phường 15, Quận Gò Vấp, Tp Hồ Chí Minh", Quận Gò Vấp,Đã bàn giao,75.0,3.0,2.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,2700000000.0,112500.0,11.630708500626612,112500.0
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh", Huyện Hóc Môn,Đã bàn giao,42.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,280000000.0,11667.0,9.364519622823858,11667.0
"Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh", Quận 1,Chưa bàn giao,30.0,1.0,1.0,Officetel,Đã có sổ,Nội thất đầy đủ,1500000000.0,62500.0,11.042921835724492,62500.0
"Đường Nguyễn Duy Trinh, Phường Bình Trưng Đông, Quận 2, Tp Hồ Chí Minh", Quận 2,Đã bàn giao,70.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1880000000.0,78333.0,11.268724249129985,78333.0
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,74.0,3.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,2850000000.0,118750.0,11.684775721896887,118750.0
"13E, 13E Đường Nguyễn Văn Linh, Xã Phong Phú, Huyện Bình Chánh, Tp Hồ Chí Minh", Huyện Bình Chánh,Đã bàn giao,56.0,2.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1285000000.0,53542.0,10.888221671625066,53542.0
"Đường Trung Mỹ Tây 2A, Phường Trung Mỹ Tây, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,80.0,3.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1850000000.0,77083.0,11.252638042372888,77083.0
"111, Đường Số 1, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,51.85,2.0,1.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1350000000.0,56250.0,10.937561320066669,56250.0
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,60.45,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1690000000.0,70417.0,11.162189990267915,70417.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1600000000.0,66667.0,11.107465356849564,66667.0
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Quận 6,Đã bàn giao,83.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,2950000000.0,122917.0,11.719264609828787,122917.0
"Đường Bế Văn Cấm, Phường Tân Kiểng, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,36.0,1.0,1.0,Officetel,Đang chờ sổ,Nội thất cao cấp,1680000000.0,70000.0,11.156250521031495,70000.0
"Đường Lê Văn Quới, Phường Bình Trị Đông, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Chưa bàn giao,35.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,800000000.0,33333.0,10.41430317625212,33333.0
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,89.0,3.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,3000000000.0,125000.0,11.736069016284436,125000.0
"214, Đường Nguyễn Trãi, Phường Nguyễn Cư Trinh, Quận 1, Tp Hồ Chí Minh", Quận 1,Chưa bàn giao,35.0,1.0,1.0,Officetel,Đã có sổ,Nội thất cao cấp,1500000000.0,62500.0,11.042921835724492,62500.0
"370, 370 Đường Nguyễn Văn Quỳ, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,74.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,2500000000.0,104167.0,11.553750659485363,104167.0
"Đường Thanh Niên, Xã Xuân Thới Sơn, Huyện Hóc Môn, Tp Hồ Chí Minh", Huyện Hóc Môn,Đã bàn giao,40.0,1.0,1.0,"Căn hộ dịch vụ, mini",Đã có sổ,Nội thất đầy đủ,150000000.0,6250.0,8.740336742730447,6250.0
"đường Tân Chánh Hiệp 21, Phường Tân Chánh Hiệp, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,69.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1690000000.0,70417.0,11.162189990267915,70417.0
"Đường CC2, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Quận Tân Phú,Đã bàn giao,57.6,2.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1750000000.0,72917.0,11.197077086969871,72917.0
"104, 104 Đường Phổ Quang, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,60.0,2.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1320000000.0,55000.0,10.915088464214609,55000.0
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Quận 6,Đã bàn giao,83.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,2950000000.0,122917.0,11.719264609828787,122917.0
"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,2900000000.0,120833.0,11.702164705984265,120833.0
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,67.0,2.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,2400000000.0,100000.0,11.512925464970229,100000.0
"Đường Võ Văn Kiệt, Phường 16, Quận 8, Tp Hồ Chí Minh", Quận 8,Đã bàn giao,72.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1850000000.0,77083.0,11.252638042372888,77083.0
"Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh", Quận 2,Đã bàn giao,103.0,2.0,2.0,Duplex,Đang chờ sổ,Hoàn thiện cơ bản,5700000000.0,237500.0,12.377922902456833,237500.0
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Quận 8,Đã bàn giao,64.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,2220000000.0,92500.0,11.434963923500517,92500.0
"Số 99, Số 99 Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Chưa bàn giao,65.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,3255000000.0,135625.0,11.81764900327686,135625.0
"27, Số 27 Đường Trường Chinh, Phường Tân Thới Nhất, Quận 12, Tp Hồ Chí Minh", Quận 12,Chưa bàn giao,77.5,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1770000000.0,73750.0,11.208436274202066,73750.0
"Lô S10-2, Lô S10-2 Khu A - Đô thị Phú Mỹ Hưng, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,98.0,3.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,5500000000.0,229167.0,12.34220627439915,229167.0
"Đường Đồng Văn Cống, Phường Cát Lái, Quận 2, Tp Hồ Chí Minh", Quận 2,Chưa bàn giao,70.0,2.0,2.0,Chung cư,Đang chờ sổ,Bàn giao thô,60000000.0,2500.0,7.824046010856292,2500.0
"108, Đường Hồng Hà, Phường 2, Quận Tân Bình, Tp Hồ Chí Minh", Quận Tân Bình,Đã bàn giao,70.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,4000000000.0,166667.0,12.02375308873422,166667.0
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh", Huyện Nhà Bè,Đã bàn giao,61.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,1090000000.0,45417.0,10.72364176327999,45417.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1600000000.0,66667.0,11.107465356849564,66667.0
"Đường Phú Thuận, Phường Tân Phú, Quận 7, Tp.HCM, Phường Tân Phú, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,73.6,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,3850000000.0,160417.0,11.98553195383594,160417.0
"Đường Phú Mỹ Hưng, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,194.0,3.0,3.0,Penthouse,Đã có sổ,Nội thất cao cấp,7000000000.0,291667.0,12.583368019528132,291667.0
"47, 47 Đường Lương Minh Nguyệt, Phường Tân Thới Hòa, Quận Tân Phú, Tp Hồ Chí Minh", Quận Tân Phú,Chưa bàn giao,73.0,2.0,2.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,2300000000.0,95833.0,11.470362372284514,95833.0
"đường Liên Phường, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,69.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,2070000000.0,86250.0,11.365005334893606,86250.0
"Đường Số 7, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,62.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,2600000000.0,108333.0,11.592965095715954,108333.0
"Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Tp Hồ Chí Minh", Quận 2,Đã bàn giao,68.0,2.0,2.0,Officetel,Đã có sổ,Nội thất đầy đủ,3520000000.0,146667.0,11.895919989951024,146667.0
"Nội khu dự án Vinhomes Grand Park- đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, TP HCM., Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Quận 9,Chưa bàn giao,81.0,3.0,2.0,Chung cư,Giấy tờ khác,Nội thất đầy đủ,3774400000.0,157267.0,11.965700276827535,157267.0
"56, 56 Đường Bến Vân Đồn, Phường 12, Quận 4, Tp Hồ Chí Minh", Quận 4,Đã bàn giao,112.0,3.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,6700000000.0,279167.0,12.539565448042389,279167.0
"Đường 138, Phường Tân Phú, Quận 9, Tp Hồ Chí Minh", Quận 9,Chưa bàn giao,69.31,3.0,2.0,Chung cư,Đang chờ sổ,Bàn giao thô,1770000000.0,73750.0,11.208436274202066,73750.0
"Đường Nguyễn Văn Nghi, Phường 3, Quận Gò Vấp, Tp Hồ Chí Minh", Quận Gò Vấp,Chưa bàn giao,51.0,1.0,1.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,968000000.0,40333.0,10.604925271413808,40333.0
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Quận Phú Nhuận,Đã bàn giao,85.0,3.0,2.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,4900000000.0,204167.0,12.226693565384638,204167.0
"628A Xa Lộ Hà Nội, phường An Phú, quận 2, Tp.HCM, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Quận 2,Chưa bàn giao,50.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,4900000000.0,204167.0,12.226693565384638,204167.0
"Đường Thống Nhất, Phường Linh Trung, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Chưa bàn giao,52.0,1.0,1.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,1650000000.0,68750.0,11.138232015528818,68750.0
"30, 30 Đường 3, Phường Trường Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,2460000000.0,102500.0,11.5376180775606,102500.0
"Đường Xa lộ Hà Nội, Phường Hiệp Phú, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,56.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1920000000.0,80000.0,11.289781913656018,80000.0
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh", Quận 12,Chưa bàn giao,57.0,2.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1700000000.0,70833.0,11.168080272785073,70833.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1050000000.0,43750.0,10.68624689178576,43750.0
"Đường Huỳnh Tấn Phát, Xã Phú Xuân, Huyện Nhà Bè, Tp Hồ Chí Minh", Huyện Nhà Bè,Đã bàn giao,61.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,1090000000.0,45417.0,10.72364176327999,45417.0
"Hạu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Quận 6,Đã bàn giao,97.0,2.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,3550000000.0,147917.0,11.90440658462224,147917.0
"Đường Lê Đức Thọ, Phường 17, Quận Gò Vấp, Tp Hồ Chí Minh", Quận Gò Vấp,Đã bàn giao,62.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,2500000000.0,104167.0,11.553750659485363,104167.0
"Đường Phan Văn Trị, Phường 2, Quận 5, Tp Hồ Chí Minh", Quận 5,Đã bàn giao,160.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,12400000000.0,516667.0,13.1551538453884,516667.0
"Đường Nguyễn Văn Linh, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,97.6,3.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,4900000000.0,204167.0,12.226693565384638,204167.0
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,67.58,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,2450000000.0,102083.0,11.53354148686151,102083.0
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,38.0,1.0,1.0,Officetel,Đang chờ sổ,Nội thất đầy đủ,1660000000.0,69167.0,11.144279149250275,69167.0
"359, 359 Đường Phạm Văn Chiêu, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh", Quận Gò Vấp,Đã bàn giao,51.3,2.0,1.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,1650000000.0,68750.0,11.138232015528818,68750.0
"Đường Nguyễn Hữu Thọ, Phường Tân Hưng, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,38.0,1.0,1.0,Officetel,Đang chờ sổ,Nội thất đầy đủ,1660000000.0,69167.0,11.144279149250275,69167.0
"Khu Dân Cư An Sương, Phường Tân Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,78.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,2200000000.0,91667.0,11.425917724337625,91667.0
"Số 99, Số 99 Đường Nguyễn Thị Thập, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Chưa bàn giao,65.0,2.0,1.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,3700000000.0,154167.0,11.945791709426333,154167.0
"Đường Tạ Quang Bửu, Phường 6, Quận 8, Tp Hồ Chí Minh", Quận 8,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,2450000000.0,102083.0,11.53354148686151,102083.0
"9A Đường Thạnh Xuân 13, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh, Phường Thạnh Xuân, Quận 12, Tp Hồ Chí Minh", Quận 12,Chưa bàn giao,47.0,1.0,1.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,1900000000.0,79167.0,11.279314824306176,79167.0
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Quận Tân Phú,Chưa bàn giao,85.0,2.0,2.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,4200000000.0,175000.0,12.072541252905651,175000.0
"Đường Mai Chí Thọ, Phường An Phú, Quận 2, Tp Hồ Chí Minh", Quận 2,Đã bàn giao,90.0,3.0,2.0,Chung cư,Đang chờ sổ,Nội thất đầy đủ,3880000000.0,161667.0,11.993293943105057,161667.0
"Đường Hậu Giang, Phường 11, Quận 6, Tp Hồ Chí Minh", Quận 6,Đã bàn giao,83.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,2950000000.0,122917.0,11.719264609828787,122917.0
"Đường Cây Keo, Phường Tam Phú, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,60.45,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1690000000.0,70417.0,11.162189990267915,70417.0
"119, 119 Đường Phổ Quang, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh", Quận Phú Nhuận,Đã bàn giao,85.0,3.0,2.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,4900000000.0,204167.0,12.226693565384638,204167.0
"Số 8, Số 8 Đường Gò Dưa, Phường Hiệp Bình Phước, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,59.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,1750000000.0,72917.0,11.197077086969871,72917.0
"Đường Phan Văn Hớn, Xã Xuân Thới Thượng, Huyện Hóc Môn, Tp Hồ Chí Minh", Huyện Hóc Môn,Đã bàn giao,42.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,270000000.0,11250.0,9.328123407632566,11250.0
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,46.0,1.0,1.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1890000000.0,78750.0,11.27403355668788,78750.0
"đường Lê Văn Lương, xã Nhơn Đức, huyện Nhà Bè, Tp.HCM, Xã Nhơn Đức, Huyện Nhà Bè, Tp Hồ Chí Minh", Huyện Nhà Bè,Chưa bàn giao,46.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,1000000000.0,41667.0,10.637464727584328,41667.0
"765 đường Hồng Bàng, Phường 6, Quận 6, Hồ Chí Minh, Phường 6, Quận 6, Tp Hồ Chí Minh", Quận 6,Chưa bàn giao,65.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,50000000.0,2083.0,7.641564441260972,2083.0
"Đường Đông Hưng Thuận, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,57.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,1600000000.0,66667.0,11.107465356849564,66667.0
"Đường Vườn Lài, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh", Quận Tân Phú,Đã bàn giao,87.0,3.0,2.0,Chung cư,Đã có sổ,Nội thất đầy đủ,2330000000.0,97083.0,11.483321561711648,97083.0
"334, 334 Đường Tô Hiến Thành, Phường 14, Quận 10, Tp Hồ Chí Minh", Quận 10,Đã bàn giao,72.0,2.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,5600000000.0,233333.0,12.360221896784983,233333.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,68.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1600000000.0,66667.0,11.107465356849564,66667.0
"Đường Bến Bình Đông, Phường 14, Quận 8, Tp Hồ Chí Minh", Quận 8,Chưa bàn giao,54.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,2450000000.0,102083.0,11.53354148686151,102083.0
"số 88, số 88 Đường N1, Phường Sơn Kỳ, Quận Tân Phú, Tp Hồ Chí Minh", Quận Tân Phú,Đã bàn giao,83.6,3.0,2.0,Chung cư,Đang chờ sổ,Nội thất cao cấp,3800000000.0,158333.0,11.972455689083295,158333.0
"Lô 5, Lô 5 Khu đô thị Vĩnh Lộc, Phường Bình Hưng Hoà B, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Đã bàn giao,63.0,2.0,2.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1600000000.0,66667.0,11.107465356849564,66667.0
"Đường Đỗ Xuân Hợp, Phường Phước Long B, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,52.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất đầy đủ,1620000000.0,67500.0,11.119882876860622,67500.0
"Đường Võ Chí Công, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,50.0,1.0,1.0,Chung cư,Đang chờ sổ,Hoàn thiện cơ bản,1990000000.0,82917.0,11.325595386445151,82917.0
"Đường Xa lộ Đại Hàn, Phường Tam Bình, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Đã bàn giao,50.0,2.0,2.0,Chung cư,Đã có sổ,Nội thất cao cấp,1420000000.0,59167.0,10.988119233016445,59167.0
"Đường Đông Hưng Thuận, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh", Quận 12,Đã bàn giao,73.0,2.0,1.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,1860000000.0,77500.0,11.258033215341438,77500.0
"Đường Phạm Văn Nghị, Phường Tân Phong, Quận 7, Tp Hồ Chí Minh", Quận 7,Đã bàn giao,400.0,4.0,4.0,Penthouse,Đã có sổ,Hoàn thiện cơ bản,8500000000.0,354167.0,12.777523832288628,354167.0
"Đường Đồng Văn Cống, Phường Thạnh Mỹ Lợi, Quận 2, Tp Hồ Chí Minh", Quận 2,Đã bàn giao,85.0,2.0,2.0,Chung cư,Giấy tờ khác,Hoàn thiện cơ bản,4300000000.0,179167.0,12.09607361077923,179167.0
"Đường Võ Văn Kiệt, Phường An Lạc, Quận Bình Tân, Tp Hồ Chí Minh", Quận Bình Tân,Chưa bàn giao,75.0,3.0,2.0,Chung cư,Giấy tờ khác,Nội thất cao cấp,3000000000.0,125000.0,11.736069016284436,125000.0
"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh", Quận 9,Đã bàn giao,81.0,3.0,2.0,Chung cư,Đã có sổ,Hoàn thiện cơ bản,3000000000.0,125000.0,11.736069016284436,125000.0
"Đường Xa Lộ Hà Nội, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh", Quận Thủ Đức,Chưa bàn giao,56.0,2.0,1.0,Chung cư,Đã có sổ,Nội thất cao cấp,200000000.0,8333.0,9.027978814382209,8333.0
